Unnamed: 0,question,answer,rouge_s_precision,rouge_s_recall,rouge_s_f1,rouge_s_overlap_skip_bigrams,rouge_s_reference_skip_bigrams,rouge_s_candidate_skip_bigrams,retrieved_chunks,document,valutazione,motivazione
23,"How can I correctly complete the experiment using a vernier caliper and a solid object to measure dimensions with precision, including reading both the main scale and the vernier scale?","To correctly complete the experiment using a vernier caliper and a solid object to measure dimensions with precision, follow these steps:

STEP 1: Understand the Vernier Scale
The vernier scale is a secondary scale on a measuring instrument that helps increase the accuracy of measurements. It consists of a series of lines or marks that are slightly offset from the main scale divisions. When a vernier mark aligns with a main scale division, it indicates a smaller increment of measurement.

STEP 2: Measure Length with a Caliper
Place the caliper around the object you want to measure, ensuring that the jaws of the caliper are firmly in contact with the object's surface. Look at the main scale and find the first whole number that corresponds to the length of the object. This will give you the approximate measurement.

STEP 3: Read the Vernier Scale
Now, read the vernier scale. Locate the vernier mark that aligns with a main scale division. Multiply the number of vernier divisions between the aligned marks by 0.1 to get the decimal portion of your measurement. Add this value to the main scale reading to obtain the final measurement.

For example, if you see that the main scale reads 10.0 and the vernier scale reads 0.7, then your total measurement would be 10.0 + 0.7 = 10.7 units.

STEP 4: Convert Units if Necessary
If your measurement is in millimeters (mm), you can convert it to centimeters (cm) by dividing it by 10. So, if you measured 102.7 mm, you could write it as 10.27 cm instead.

By following these steps, you can accurately measure the dimensions of various objects using a vernier caliper. Remember to always ensure that the jaws of the caliper are in good contact with the object's surface and take your time when reading both the main scale and the vernier scale. Happy measuring!",0.1412317585951026,0.1886823626600578,0.1615447183223114,6852,36315,48516,Esperimento_Meccanica_modificato.pdf | p1 | score=0.6778 || Esperimento_Meccanica_modificato.pdf | p2 | score=0.6484,Esperimento_Meccanica_modificato.pdf,parzialmente coerente,"Spiega in generale come leggere un calibro, ma non riproduce fedelmente la procedura del PDF e introduce dettagli non supportati, come una regola generica di moltiplicazione del nonio per 0.1."
24,Can you extract a list of the steps required to carry out the plant DNA extraction experiment and obtain visible DNA from plant cells?,"Sure! Here are the steps required to carry out the plant DNA extraction experiment and obtain visible DNA from plant cells:

Step 1: Obtain fresh or frozen plant tissue (e.g., leaves, stems, or roots). This step is not available in the provided context.

Step 2: Weigh out approximately 0.5 grams of plant tissue and place it in a clean, sterile container.

Step 3: Add 10 mL of extraction buffer to the container containing the plant tissue. Shake gently to mix.

Step 4: Incubate the mixture at room temperature for 10 minutes.

Step 5: Add 10 mL of chloroform to the mixture and shake vigorously for 30 seconds to 1 minute.

Step 6: Centrifuge the mixture at low speed (approximately 1000 x g) for 10 minutes to separate the aqueous layer (top) from the organic layer (bottom).

Step 7: Carefully remove the aqueous layer (approximately 10 mL) to a new clean, sterile container.

Step 8: Repeat Steps 5 and 6 to remove any remaining organic material.

Step 9: Add 10 mL of isopropanol (or ethanol) to the aqueous layer and mix well.

Step 10: Centrifuge the mixture at low speed (approximately 1000 x g) for 10 minutes to precipitate the DNA.

Step 11: Carefully remove the DNA pellet (which may appear as a white or off-white solid) to a clean, sterile container.

Step 12: Wash the DNA pellet twice with 70% ethanol to remove any remaining impurities.

Step 13: Air dry the DNA pellet until it is completely dry.

Step 14: Resuspend the DNA pellet in 100 μL of TE buffer (pH 8.0) by gently pipetting up and down.

Step 15: Observe the DNA under a microscope to confirm its presence and appearance.

Note: It is not possible to see DNA with the naked eye in this experiment. However, you can observe the DNA under a microscope to confirm its presence and appearance.",0.0221988622310165,0.1031609195402298,0.036535721555058,1077,10440,48516,estrazione_dna_vegetale_SINTETICO.pdf | p1 | score=0.6933 || estrazione_dna_vegetale_SINTETICO.pdf | p4 | score=0.6166,estrazione_dna_vegetale_SINTETICO.pdf,non coerente,"La risposta descrive un protocollo di laboratorio diverso da quello del PDF: introduce cloroformio, centrifuga, pellet, TE buffer e microscopia, che non compaiono nel documento, e contraddice il testo dicendo che il DNA non è visibile a occhio nudo."
25,What is the objective of the DNA extraction experiment regarding the isolation and visualization of DNA from plant cells using common laboratory materials?,"The objective of the DNA extraction experiment is to isolate and visualize DNA from plant cells using common laboratory materials, such as salt, detergent, and alcohol. This allows students to understand the structure of plant cells, learn the basic principles of DNA extraction, develop practical laboratory skills, apply the scientific method, and appreciate the importance of DNA in modern biology.",0.447457627118644,0.0758620689655172,0.1297297297297297,792,10440,1770,estrazione_dna_vegetale_SINTETICO.pdf | p1 | score=0.6880 || estrazione_dna_vegetale_SINTETICO.pdf | p4 | score=0.6243,estrazione_dna_vegetale_SINTETICO.pdf,coerente,L’obiettivo è coerente con il documento: estrarre/isolare e visualizzare DNA da cellule vegetali con materiali comuni.
26,"I carried out the experiment by using alcohol at room temperature instead of cold alcohol during the DNA precipitation step: is this correct? If not, what should I correct to perform the experiment properly?","No, it is not correct to use alcohol at room temperature during the DNA precipitation step. The alcohol must be cold (e.g., refrigerated) to effectively precipitate the DNA from the solution. Using room temperature alcohol may result in poor DNA recovery or contamination due to insufficient precipitation.

To perform the experiment correctly, follow these steps:

1. Prepare cold alcohol (e.g., refrigerated) before starting the experiment.
2. Carefully pour the cold alcohol into the test tube containing the DNA solution.
3. Gently mix the solution by swirling the test tube.
4. Allow the DNA to precipitate by placing the test tube in the refrigerator for 30-60 minutes.
5. Carefully pour off the supernatant (the clear liquid on top) without disturbing the DNA pellet at the bottom of the test tube.
6. Wash the DNA pellet with cold ethanol (also refrigerated) to remove any remaining impurities.
7. Dry the DNA pellet by leaving it open in the test tube for a few minutes or by gently blowing air over it with a pipette.
8. Store the purified DNA in a labeled container at -20°C or below for future use.

Remember to always wear gloves when handling DNA to prevent contamination.",0.0572732400143567,0.0900588567282109,0.0700181783990472,1117,12403,19503,Manuale_La_Termodinamica_modificato.pdf | p2 | score=0.5960 || estrazione_dna_vegetale_SINTETICO.pdf | p5 | score=0.5862,estrazione_dna_vegetale_SINTETICO.pdf,coerente,"La correzione è pienamente supportata dal PDF: l’etanolo deve essere freddo, altrimenti la precipitazione del DNA riesce peggio."
27,"How can I correctly complete the experiment using plant material, detergent, salt, and cold alcohol to extract and observe DNA accurately?","1. Prepare the extraction solution by mixing 10 mL of water, 1 mL of detergent, and 1 g of salt in a clean test tube.
2. Add 1 g of fresh plant material (e.g., spinach leaves) to the extraction solution and mix well using a stirring rod.
3. Heat the mixture gently in a water bath until the plant material becomes soft and easy to grind.
4. Grind the plant material thoroughly using a mortar and pestle or a homogenizer.
5. Allow the mixture to cool down to room temperature.
6. Add 10 mL of cold alcohol (ethanol or isopropanol) to the mixture and mix well.
7. Observe the formation of a whitish layer at the interface between the aqueous solution and the alcohol.
8. Collect the precipitated DNA using a glass rod and place it on a microscope slide.
9. Observe the DNA under a microscope with a low magnification lens (10x or 20x). You should see white floating filaments representing the extracted DNA.

Remember to follow all safety precautions when handling chemicals and biological materials. Always wear gloves and work in a well-ventilated area. Dispose of waste properly according to local regulations.",0.0800705090540035,0.0753266331658291,0.0776261619326273,1499,19900,18721,estrazione_dna_vegetale_SINTETICO.pdf | p4 | score=0.7361 || estrazione_dna_vegetale_SINTETICO.pdf | p4 | score=0.6781,estrazione_dna_vegetale_SINTETICO.pdf,non coerente,"La procedura proposta non corrisponde al PDF: cambia quantità e materiali, introduce riscaldamento e osservazione al microscopio, mentre il protocollo reale usa banana, filtrazione e precipitazione con etanolo freddo visibile a occhio nudo."
28,Can you extract a list of the steps required to carry out the internal combustion engine experiment and observe how fuel ignition occurs inside a cylinder?,"Here are the steps required to perform the internal combustion engine experiment and observe how fuel ignition occurs inside a cylinder:

Step 1: Prepare the plexiglass cylinder
Place the plexiglass cylinder on a flat surface and spray 2-3 sprays of denatured alcohol evenly on its inner surface using a spray bottle.

Step 2: Seal the cylinder
Close the open end of the cylinder with a sponge stopper.

Step 3: Ignite the fuel
Insert the tip of a gas lighter into the perforated base of the cylinder and ignite it to generate sparks and trigger combustion.

Now let's analyze what happens during each step:

Step 1: The denatured alcohol sprayed on the inner surface of the cylinder acts as the fuel for the internal combustion engine. It is important to distribute it evenly so that it can burn efficiently.

Step 2: Once the cylinder is sealed, the denatured alcohol cannot escape, allowing it to accumulate inside the cylinder and create a higher concentration of fuel.

Step 3: When the gas lighter is ignited, it generates sparks that come into contact with the denatured alcohol, causing it to ignite and produce a combustion reaction. This reaction produces heat and pressure inside the cylinder, which drives the piston upward and generates mechanical energy.

By following these steps, you can observe how the internal combustion engine works and how fuel ignition occurs inside a cylinder.",0.2496894409937888,0.211410358565737,0.2289609941318605,6633,31375,26565,Manuale_Energia_alternativa_modificato.pdf | p1 | score=0.7311 || Manuale_Energia_alternativa_modificato.pdf | p2 | score=0.6047,Manuale_Energia_alternativa_modificato.pdf,parzialmente coerente,"I tre passaggi principali coincidono con il documento, ma l’interpretazione finale introduce elementi non presenti nel PDF, come il pistone e la generazione di energia meccanica."
29,What is the objective of the internal combustion engine experiment regarding the functioning of fuel combustion and ignition inside a confined system?,The objective of the internal combustion engine experiment is to demonstrate the operating principle of a gasoline internal combustion engine by observing the combustion of fuel (denatured alcohol) and its ignition within a confined system (the plexiglass cylinder). This allows us to understand how the engine works and how it converts chemical energy into mechanical energy through the process of combustion and expansion.,0.3000512032770097,0.0186772908366533,0.03516562650024,586,31375,1953,Manuale_Energia_alternativa_modificato.pdf | p1 | score=0.8303 || Manuale_Energia_alternativa_modificato.pdf | p2 | score=0.6187,Manuale_Energia_alternativa_modificato.pdf,coerente,L’obiettivo è riportato correttamente: verificare il principio di funzionamento di un motore a combustione interna a benzina.
30,"I carried out the experiment by increasing the amount of alcohol sprayed inside the cylinder without considering the available oxygen: is this correct? If not, what should I correct to perform the experiment properly?","Yes, you are correct! You can increase the amount of alcohol sprayed inside the cylinder while considering the limited oxygen available in the air. This will allow you to observe the effect of having more fuel compared to the limited oxidizer (oxygen). However, it is important to note that the combustion process may not be as efficient due to the lack of sufficient oxygen to fully oxidize all the fuel. Therefore, the combustion flame may not be as intense as when there is more oxygen available.",0.1707250341997264,0.0198884462151394,0.0356266057664858,624,31375,3655,Manuale_Energia_alternativa_modificato.pdf | p2 | score=0.6260 || Manuale_Energia_alternativa_modificato.pdf | p1 | score=0.5804,Manuale_Energia_alternativa_modificato.pdf,non coerente,"La risposta approva un comportamento che il PDF non presenta come corretto: il documento invita a valutare criticamente l’aumento del combustibile rispetto all’ossigeno disponibile, non a confermarlo come procedura corretta."
31,"How can I correctly complete the experiment using a cylinder, alcohol, and a spark source to observe and understand the combustion process accurately?","Here's a step-by-step guide to help you perform the experiment safely and effectively:

1. Prepare your workspace: Make sure there are no flammable materials nearby, and wear safety goggles to protect your eyes.
2. Set up the equipment: Place the plexiglass cylinder on a stable surface and close one end with the sponge stopper. Spray 2-3 sprays of denatured alcohol inside the cylinder, making sure to distribute it evenly.
3. Ignite the mixture: Carefully insert the tip of the gas lighter into the perforated base of the cylinder and ignite it. This will create a spark that triggers combustion within the cylinder.
4. Observe the results: Watch closely as the alcohol vaporizes and ignites, creating a flame inside the cylinder. You may notice changes in the intensity or color of the flame based on factors like the amount of alcohol used or the presence of additional air.
5. Experiment with different variables: Try increasing or decreasing the amount of alcohol sprayed inside the cylinder, or adding a syringe filled with air to introduce more oxygen into the system. Observe how these modifications affect the combustion process.
6. Record your observations: Keep track of your findings by noting the appearance and behavior of the flame, as well as any other notable features of the combustion process. This will allow you to draw conclusions and answer the experimental questions posed earlier.

Remember, safety should always be a top priority when conducting experiments involving fire or flammable substances. Always follow proper safety protocols and seek guidance from an adult or teacher if needed.",0.1537273537273537,0.1649721115537848,0.1591513567530171,5176,31375,33670,Manuale_Energia_alternativa_modificato.pdf | p1 | score=0.7219 || Manuale_Energia_alternativa_modificato.pdf | p2 | score=0.6910,Manuale_Energia_alternativa_modificato.pdf,coerente,"I passaggi fondamentali del PDF sono presenti: nebulizzare 2-3 spruzzi di alcol, chiudere il cilindro, innescare la scintilla e osservare la combustione; le note aggiuntive restano compatibili."
32,Can you extract a list of the steps required to carry out the distillation experiment and separate alcohol from a water-alcohol mixture?,"1. Prepare the distillation apparatus:
a. Cut off the four upper fingers of a latex glove, leaving the thumb intact.
b. Cut a 30 cm piece of silicone tubing.
c. Attach one end of the silicone tube to the rubber stopper using a plastic clamp.
d. Insert the rubber stopper into the 100 ml beaker containing the water-alcohol mixture.
e. Place the thermometer in the beaker.
f. Wrap the beaker with a heating mantle and connect it to a Bunsen burner.
g. Place the U-shaped glass drying tube over a second 250 ml beaker filled with ice.
h. Clamp the drying tube securely in place.
i. Attach the other end of the silicone tube to the drying tube.
2. Heat the mixture:
a. Turn on the Bunsen burner and adjust the flame to medium heat.
b. Monitor the temperature of the mixture until it reaches 65°C.
3. Collect the distilled alcohol:
a. Once the temperature reaches 65°C, observe the condensation of alcohol on the cold surface of the drying tube.
b. Carefully collect the condensed alcohol in a clean container.
4. Final observations:
a. Distillation is a technique used to separate two or more substances in a mixture.
b. In this experiment, the goal is to extract the alcohol contained in a heterogeneous mixture of water and alcohol.
c. The distillation process exploits the significant difference in boiling temperatures between alcohol (65°C) and water (100°C).
d. As the temperature of the mixture increases, the alcohol begins to evaporate and flows through the silicone tube until it reaches the U-shaped drying tube, where it condenses due to the cold surface created by the ice in the beaker.
e. During the entire alcohol extraction process, the temperature measured by the thermometer remains constant. An increase in temperature indicates that the mixture is heating up and approaching the boiling point of alcohol.",0.2754381540789308,0.2051077414205905,0.2351263353335306,13107,63903,47586,Manuale_La_Termodinamica_modificato.pdf | p2 | score=0.6911 || Manuale_La_Termodinamica_modificato.pdf | p1 | score=0.6790,Manuale_La_Termodinamica_modificato.pdf,parzialmente coerente,"Coglie l’idea della distillazione, ma ricostruisce in modo impreciso l’assemblaggio dell’apparato, modificando la disposizione di becher, guanto, tappo e tubo rispetto al PDF."
33,What is the objective of the distillation experiment regarding the separation of substances based on their different boiling points?,"The objective of the distillation experiment is to separate two or more substances in a mixture using the difference in their boiling points. In this case, the goal is to extract alcohol from a mixture of water and alcohol.",0.7503373819163293,0.008700686978702,0.0172019058226594,556,63903,741,Manuale_La_Termodinamica_modificato.pdf | p2 | score=0.6834 || Manuale_La_Termodinamica_modificato.pdf | p1 | score=0.6420,Manuale_La_Termodinamica_modificato.pdf,coerente,L’obiettivo è coerente con il documento: separare sostanze in base a diverse temperature di ebollizione e imparare a usare un distillatore.
34,"I carried out the experiment without cooling the U-shaped tube during the distillation process: is this correct? If not, what should I correct to perform the experiment properly?","No, it is not correct. In order to perform the experiment correctly, you need to cool the U-shaped tube using ice cubes. This will allow the alcohol vapors to condense and collect in the second beaker, separating it from the water. Without cooling the U-shaped tube, the alcohol will mix back with the water, making it difficult to separate them.",0.2853107344632768,0.0079026023817348,0.0153792273841609,505,63903,1770,Manuale_La_Termodinamica_modificato.pdf | p1 | score=0.6151 || Manuale_La_Termodinamica_modificato.pdf | p2 | score=0.5584,Manuale_La_Termodinamica_modificato.pdf,coerente,Corregge correttamente l’errore: il tubo a U va raffreddato con ghiaccio per permettere la condensazione dell’alcol.
35,"How can I correctly complete the experiment using a distillation setup, heat source, and cooling system to separate and collect alcohol from a mixture accurately?","Here's a step-by-step guide on how to perform the experiment:

STEP 1: Prepare the distillation setup
Cut a 30 cm piece of silicone tubing and attach one end to the rubber stopper using a clamp. Insert the stopper into the 250 ml beaker containing the mixture of water and alcohol. Attach the other end of the silicone tube to the U-shaped glass drying tube using another clamp. Place the drying tube over a beaker filled with ice cubes.

STEP 2: Heat the mixture
Place the beaker with the mixture on a tripod and secure it using wire gauze. Light the Bunsen burner and adjust the flame to heat the mixture gently. Make sure the temperature does not exceed 65°C, as this is the boiling point of alcohol.

STEP 3: Collect the alcohol
As the alcohol starts to evaporate, it travels through the silicone tube and condenses on the cold surface of the drying tube. Use a plastic clamp to secure the rubber stopper in place and collect the condensed alcohol in the second beaker. Continue heating until all the alcohol has been collected.

STEP 4: Dispose of the remaining liquid
Once all the alcohol has been collected, dispose of the remaining liquid according to your school's safety guidelines.

By following these steps, you can successfully separate and collect alcohol from a mixture using a distillation setup, heat source, and cooling system. Remember to always follow safety precautions when working with heat sources and chemicals.",0.2087296768535384,0.0968342644320297,0.1322943056579974,6188,63903,29646,Manuale_La_Termodinamica_modificato.pdf | p2 | score=0.7439 || Manuale_La_Termodinamica_modificato.pdf | p1 | score=0.7060,Manuale_La_Termodinamica_modificato.pdf,parzialmente coerente,"La logica generale è giusta, ma la descrizione semplifica e altera parti importanti del setup del PDF e aggiunge istruzioni non presenti, come lo smaltimento finale."
36,Can you extract a list of the steps required to carry out the flame test experiment and identify different metal ions based on flame color?,"Here are the steps to perform a flame test experiment and identify different metal ions based on flame color:

1. Prepare the test sample: Dissolve a small amount of a metal salt (such as sodium chloride, copper sulfate, etc.) in distilled water.
2. Place a platinum wire loop or a homemade loop made from nickel-chromium wire into a test tube containing the solution.
3. Light an alcohol burner or Bunsen burner and hold the test tube over the flame, being careful not to touch the wire to the flame directly.
4. Observe the color of the flame produced by the heated metal ion. Different metals will produce different colors, allowing you to identify them.
5. Record your observations and compare them to a reference chart or table to determine the identity of the metal ion.

Remember to always follow safety precautions when working with flames and chemicals!",0.2982946603298854,0.0604247286455875,0.1004928892098075,3201,52975,10731,saggio-fiamma_libro_zanichelli.pdf | p1 | score=0.7393 || saggio-fiamma_libro_zanichelli.pdf | p2 | score=0.7214,saggio-fiamma_libro_zanichelli.pdf,parzialmente coerente,"Rende l’idea generale del flame test, ma cambia la procedura del PDF: introduce una soluzione in provetta e omette la pulizia del loop con HCl e fiamma tra un sale e l’altro."
37,What is the objective of the flame test experiment regarding the identification of metals through their characteristic emission of light?,The objective of the flame test experiment is to demonstrate the behavior of different metals in the flame test and identify them based on the characteristic color each element gives to the flame.,0.8901515151515151,0.0088721094856064,0.0175691082743023,470,52975,528,saggio-fiamma_libro_zanichelli.pdf | p1 | score=0.7936 || saggio-fiamma_libro_zanichelli.pdf | p2 | score=0.6698,saggio-fiamma_libro_zanichelli.pdf,coerente,L’obiettivo coincide con il documento: identificare metalli/cationi metallici in base al colore caratteristico impartito alla fiamma.
38,"I carried out the experiment without cleaning the wire loop between testing different metal salts: is this correct? If not, what should I correct to perform the experiment properly?","No, it is not correct to perform the experiment without cleaning the wire loop between testing different metal salts. It is important to clean the loop thoroughly with hydrochloric acid and flame after each test to remove any residue that may have built up on the loop. This ensures accurate results and prevents interference from previous tests.",0.2362155388471178,0.0117332171423236,0.0223559759243336,377,32131,1596,saggio-fiamma_libro_zanichelli.pdf | p1 | score=0.6015 || saggio-fiamma_libro_zanichelli.pdf | p2 | score=0.5099,saggio-fiamma_libro_zanichelli.pdf,coerente,La risposta è corretta rispetto al PDF: il loop va pulito tra test successivi per evitare contaminazioni e colori falsati.
39,"How can I correctly complete the experiment using a flame source, metal salts, and a wire loop to accurately observe and distinguish the characteristic colors of different elements?","Here's a step-by-step guide to performing a flame test using a flame source, metal salts, and a wire loop:

1. Prepare your workspace: Make sure there is good ventilation, wear safety goggles, and have a fire extinguisher nearby. Always work under adult supervision.
2. Gather materials: You will need an alcohol burner or Bunsen burner, a platinum wire loop (or a homemade loop made from nickel-chromium wire), a test tube holder, a beaker, hydrochloric acid, and metal salts of different elements (e.g., sodium chloride, copper sulfate, calcium carbonate, lithium carbonate, barium carbonate, strontium carbonate).
3. Set up the experiment: Place the wire loop in the test tube holder and hold it over the flame. Add a few drops of hydrochloric acid to the beaker and stir it gently to ensure complete dissolution of the metal salt. Use a dropper to add a small amount of the dissolved metal salt solution to the wire loop while it is still in the flame.
4. Observe and record: As you add each metal salt solution to the flame, carefully observe the color produced. Be aware that some colors may be subtle or short-lived, so pay close attention. Write down your observations immediately after each trial.
5. Identify the elements: Refer to the table below to match the observed color with the corresponding element. Keep in mind that some elements may produce no visible color due to their infrared emission.

| Element | Color Produced |
| --- | --- |
| Sodium | Yellow-orange |
| Copper | Green |
| Calcium | Brick red |
| Lithium | Crimson red |
| Barium | Yellow-green |
| Strontium | Intense red |

Remember, this is a fun and educational activity, but safety should always come first. Always follow proper lab procedures and seek guidance from an adult whenever needed. Happy experimenting!",0.1123649812970201,0.1009344030202925,0.1063434134505424,5347,52975,47586,saggio-fiamma_libro_zanichelli.pdf | p2 | score=0.7035 || saggio-fiamma_libro_zanichelli.pdf | p1 | score=0.6561,saggio-fiamma_libro_zanichelli.pdf,parzialmente coerente,"Contiene l’idea corretta del test alla fiamma e alcuni colori giusti, ma modifica la procedura del PDF introducendo dissoluzione in becher/dropper e sali non corrispondenti a quelli suggeriti."
